iter	RMSE
469	4730.432134
470	4729.806326
471	4728.570628
472	4728.04746
473	4726.763864
474	4725.912373
475	4725.244442
476	4723.825691
477	4722.410548
478	4721.394586
479	4720.850459
480	4720.418013
481	4720.104169
482	4719.072322
483	4718.017091
484	4717.06965
485	4716.032779
486	4714.643931
487	4713.702235
488	4712.628868
489	4711.26488
490	4709.31784
491	4708.687355
492	4707.652096
493	4707.133846
494	4706.324705
495	4705.019493
496	4703.981795
497	4703.588439
498	4701.791152
499	4701.428129
500	4700.597586
501	4699.418909
502	4698.335611
503	4697.059849
504	4696.123772
505	4695.771597
506	4694.83062
507	4693.669625
508	4692.833829
509	4692.387287
510	4691.624949
511	4691.227756
512	4690.526981
513	4689.211461
514	4688.576946
515	4687.357122
516	4686.944477
517	4685.968553
518	4684.858064
519	4683.935375
520	4683.109558
521	4682.495124
522	4681.598553
523	4680.8062
524	4679.830156
525	4679.372105
526	4678.69247
527	4677.618056
528	4676.638457
529	4676.317823
530	4675.906726
531	4675.303138
532	4674.93401
533	4673.723656
534	4672.959668
535	4672.32458
536	4670.928111
537	4669.89676
538	4669.063603
539	4668.134746
540	4667.697152
541	4667.373105
542	4666.76306
543	4665.668567
544	4664.462952
545	4663.39974
546	4662.273884
547	4661.565085
548	4660.903648
549	4660.159253
550	4659.317131
551	4658.327483
552	4657.152784
553	4655.8503
554	4655.231385
555	4654.136009
556	4653.216783
557	4652.096643
558	4650.602898
559	4649.63353
560	4648.699914
561	4647.662482
562	4647.271249
563	4646.742023
564	4645.719124
565	4644.759441
566	4643.82689
567	4642.791077
568	4641.88267
569	4640.82569
570	4640.540282
571	4639.716928
572	4638.95349
573	4638.139376
574	4637.384519
575	4637.14536
576	4636.290436
577	4635.363471
578	4634.495393
579	4633.803817
580	4633.439756
581	4632.600675
582	4632.320759
583	4631.192345
584	4630.797445
585	4630.45598
586	4629.490588
587	4628.675924
588	4628.382112
589	4628.111981
590	4626.958731
591	4626.290216
592	4625.30292
593	4624.618614
594	4623.899063
595	4623.271822
596	4622.273213
597	4621.457307
598	4620.509489
599	4620.051856
600	4619.015588
601	4618.037975
602	4617.828994
603	4617.054889
604	4616.233464
605	4615.589475
606	4614.543579
607	4613.761343
608	4612.851384
609	4612.109937
610	4611.850635
611	4611.271376
612	4610.192234
613	4609.504271
614	4608.623794
615	4607.699945
616	4606.895128
617	4606.311497
618	4605.417153
619	4604.321401
620	4603.710512
621	4602.718163
622	4602.012234
623	4601.443906
624	4601.14705
625	4600.404894
626	4599.625639
627	4598.744909
628	4598.308811
629	4597.619758
630	4596.919667
631	4596.189755
632	4595.514981
633	4594.953918
634	4594.167589
635	4593.893528
636	4593.025066
637	4592.257238
638	4591.479835
639	4591.26391
640	4590.650395
641	4589.620471
642	4588.475433
643	4587.875477
644	4587.31973
645	4586.708166
646	4585.84778
647	4584.946079
648	4584.405533
649	4583.829892
650	4583.624137
651	4583.171604
652	4582.57641
653	4581.674088
654	4581.2703
655	4580.628562
656	4580.036077
657	4579.394222
658	4578.792308
659	4578.329176
660	4577.724959
661	4576.780329
662	4576.279791
663	4575.691939
664	4574.58404
665	4573.887409
666	4573.474188
667	4572.480443
668	4571.944056
669	4571.132066
670	4570.3665
671	4569.583815
672	4568.66068
673	4568.416171
674	4567.401511
675	4567.125946
676	4566.21931
677	4565.531412
678	4564.635086
679	4564.301113
680	4563.727971
681	4563.143301
682	4562.394689
683	4561.913965
684	4561.49401
685	4560.968997
686	4560.572907
687	4560.306393
688	4559.659681
689	4558.77883
690	4558.36298
691	4557.301498
692	4556.701705
693	4555.793689
694	4555.235051
695	4554.685973
696	4554.457022
697	4553.666288
698	4553.050591
699	4552.258633
700	4551.708336
701	4551.243462
702	4550.899631
703	4550.107312
704	4549.613781
705	4548.901561
706	4548.607675
707	4547.966599
708	4547.407833
709	4546.979132
710	4546.570962
711	4546.3319
712	4545.918934
713	4545.210377
714	4544.724621
715	4544.076235
716	4543.518362
717	4542.920954
718	4542.648974
719	4542.183632
720	4541.923281
721	4541.570369
722	4540.802299
723	4540.382836
724	4540.07412
725	4539.488094
726	4538.909892
727	4538.364224
728	4537.628654
729	4537.258386
730	4536.891208
731	4536.442101
732	4536.279028
733	4535.554117
734	4535.236981
735	4534.586209
736	4534.015537
737	4533.537295
738	4533.026321
739	4532.534365
740	4532.080089
741	4531.304321
742	4530.944721
743	4530.27682
744	4529.631378
745	4529.122339
746	4528.782399
747	4527.981303
748	4527.441793
749	4526.910174
750	4526.033931
751	4525.847857
752	4525.378278
753	4524.614578
754	4523.760342
755	4523.384595
756	4522.631481
757	4522.372132
758	4522.057183
759	4521.682005
760	4520.881576
761	4520.611353
762	4520.067329
763	4519.255982
764	4518.982279
765	4518.552502
766	4517.885939
767	4517.16696
768	4516.7744
769	4516.404399
770	4516.112534
771	4515.790112
772	4515.095305
773	4514.650103
774	4514.138873
775	4513.612007
776	4513.370309
777	4512.891584
778	4512.519598
779	4511.990733
780	4511.537482
781	4511.134312
782	4510.722839
783	4509.89915
784	4509.6648
785	4509.377111
786	4509.064439
787	4508.430502
788	4507.819733
789	4507.335599
790	4506.844627
791	4506.394075
792	4506.006826
793	4505.712442
794	4505.510401
795	4504.902433
796	4504.369119
797	4503.88733
798	4503.452328
799	4502.993738
800	4502.318266
801	4501.506983
802	4500.975119
803	4500.475279
804	4500.120529
805	4499.437344
806	4499.001437
807	4498.624237
808	4498.321615
809	4497.868276
810	4497.247961
811	4496.688471
812	4496.055224
813	4495.642358
814	4495.333307
815	4494.778904
816	4494.449728
817	4493.926157
818	4493.624249
819	4493.031815
820	4492.792723
821	4492.500809
822	4492.086028
823	4491.756351
824	4491.275104
825	4490.569308
826	4490.395405
827	4490.014207
828	4489.686032
829	4489.472038
830	4488.916142
831	4488.291333
832	4487.928101
833	4487.195392
834	4486.789289
835	4486.390286
836	4485.748912
837	4485.544398
838	4485.067926
839	4484.560475
840	4483.912476
841	4483.64935
842	4483.118038
843	4482.755557
844	4481.993252
845	4481.530001
846	4481.115176
847	4480.710301
848	4480.086304
849	4479.65431
850	4479.240896
851	4478.844533
852	4478.395028
853	4477.93398
854	4477.398868
855	4477.069692
856	4476.837018
857	4476.559084
858	4475.907102
859	4475.546689
860	4474.889673
861	4474.417566
862	4474.107434
863	4473.801438
864	4473.407161
865	4473.273949
866	4472.732839
867	4472.439694
868	4472.074752
869	4471.37065
870	4470.802308
871	4470.550082
872	4470.199521
873	4469.759466
874	4469.368546
875	4468.911326
876	4468.730137
877	4468.363871
878	4467.807179
879	4467.388413
880	4466.850069
881	4466.488145
882	4466.20982
883	4465.892263
884	4465.423137
885	4465.278408
886	4464.795454
887	4464.338636
888	4463.970605
889	4463.422139
890	4463.019576
891	4462.598784
892	4462.211959
893	4461.793201
894	4461.403841
895	4460.816653
896	4460.384997
897	4459.888209
898	4459.548969
899	4459.087166
900	4458.931311
901	4458.502148
902	4458.087179
903	4457.603784
904	4457.033253
905	4456.847484
906	4456.326445
907	4455.900514
908	4455.267448
909	4454.736688
910	4454.567035
911	4454.224166
912	4453.835113
913	4453.674108
914	4453.36874
915	4452.63947
916	4452.274731
917	4451.811111
918	4451.495675
919	4450.969849
920	4450.338261
921	4449.884325
922	4449.535684
923	4449.352484
924	4448.85888
925	4448.55673
926	4448.173627
927	4447.653268
928	4447.279108
929	4446.839484
930	4446.721004
931	4446.277206
932	4445.992136
933	4445.483203
934	4445.276228
935	4445.041413
936	4444.567314
937	4444.156225
938	4443.912885
939	4443.545626
940	4443.096212
941	4442.846832
942	4442.549491
943	4442.225405
944	4441.929671
945	4441.44396
946	4441.277412
947	4440.976896
948	4440.83654
949	4440.530701
950	4439.969881
951	4439.83475
952	4439.184841
953	4438.751076
954	4438.448192
955	4437.953514
956	4437.730548
957	4437.403025
958	4437.114749
959	4436.530785
960	4436.131078
961	4435.60057
962	4435.261688
963	4434.914721
964	4434.638402
965	4434.26123
966	4433.895553
967	4433.669874
968	4433.215019
969	4432.976023
970	4432.857575
971	4432.34579
972	4432.174059
973	4431.628009
974	4431.263967
975	4431.01403
976	4430.814958
977	4430.682771
978	4430.236501
979	4429.844711
980	4429.298382
981	4429.002474
982	4428.718716
983	4428.294054
984	4428.051831
985	4427.679717
986	4427.360637
987	4426.951777
988	4426.798366
989	4426.380465
990	4426.066361
991	4425.784286
992	4425.389626
993	4425.167319
994	4425.027011
995	4424.380452
996	4423.99009
997	4423.746367
998	4423.405511
999	4423.000351
